seq,xcol, ycol
201,0.0, 0.0
202,399.0, 266.0
203,40.0, 255.0
204,90.0, 0.0
205,3534.0, 1305.0
206,514.0, 213.0
207,532.0, 554.0
208,557.0, 0.0
209,1222.0, 317.0
210,0.0, 33.0
211,5167.0, 1925.0
212,1337.0, 2053.0
213,0.0, 0.0
214,0.0, 0.0
215,121.0, 443.0
216,346.0, 126.0
217,1750.0, 124.0
218,0.0, 0.0
219,1506.0, 241.0
220,907.0, 3160.0
221,0.0, 0.0
222,0.0, 0.0
223,274.0, 64.0
224,16.0, 247.0
225,1300.0, 140.0
226,0.0, 0.0
227,0.0, 628.0
228,0.0, 862.0
229,0.0, 386.0
230,0.0, 0.0
231,0.0, 378.0
232,1552.0, 1389.0
233,9.0, 0.0
234,389.0, 689.0
235,2920.0, 0.0
236,529.0, 441.0
237,0.0, 0.0
238,1555.0, 153.0
239,0.0, 223.0
240,0.0, 0.0
241,694.0, 860.0
242,1681.0, 1956.0
243,999.0, 0.0
244,507.0, 0.0
245,0.0, 0.0
246,4627.0, 1236.0
247,0.0, 777.0
248,0.0, 320.0
249,0.0, 21.0
250,863.0, 0.0
251,365.0, 0.0
252,221.0, 518.0
253,383.0, 583.0
254,0.0, 163.0
255,1023.0, 329.0
256,530.0, 0.0
257,1949.0, 2307.0
258,0.0, 0.0
259,3523.0, 862.0
260,781.0, 280.0
261,372.0, 1172.0
262,2036.0, 775.0
263,1863.0, 435.0
264,131.0, 1602.0
265,1135.0, 0.0
266,0.0, 280.0
267,3343.0, 1585.0
268,0.0, 0.0
269,772.0, 877.0
270,0.0, 0.0
271,655.0, 1322.0
272,0.0, 588.0
273,0.0, 0.0
274,0.0, 366.0
275,1151.0, 0.0
276,0.0, 0.0
277,776.0, 511.0
278,116.0, 440.0
279,1785.0, 0.0
280,0.0, 0.0
281,0.0, 0.0
282,1214.0, 794.0
283,0.0, 6.0
284,3138.0, 233.0
285,9911.0, 3829.0
286,0.0, 2646.0
287,607.0, 2569.0
288,0.0, 0.0
289,0.0, 157.0
290,1282.0, 706.0
291,0.0, 0.0
292,991.0, 800.0
293,246.0, 0.0
294,433.0, 0.0
295,426.0, 523.0
296,1732.0, 84.0
297,0.0, 0.0
298,0.0, 1570.0
299,0.0, 518.0
300,5173.0, 591.0
301,350.0, 307.0
302,1492.0, 124.0
303,0.0, 1479.0
304,0.0, 909.0
305,761.0, 846.0
306,48.0, 1767.0
307,49.0, 0.0
308,849.0, 0.0
309,65.0, 1042.0
310,0.0, 0.0
311,286.0, 1003.0
312,0.0, 250.0
313,511.0, 0.0
314,738.0, 347.0
315,460.0, 95.0
316,535.0, 78.0
317,0.0, 26.0
318,2647.0, 197.0
319,0.0, 312.0
320,0.0, 0.0
321,0.0, 0.0
322,1084.0, 287.0
323,0.0, 0.0
324,0.0, 829.0
325,345.0, 3204.0
326,54.0, 12.0
327,637.0, 0.0
328,1059.0, 0.0
329,2259.0, 837.0
330,1049.0, 400.0
331,0.0, 0.0
332,0.0, 543.0
333,0.0, 33.0
334,1296.0, 968.0
335,654.0, 863.0
336,723.0, 546.0
337,0.0, 574.0
338,539.0, 404.0
339,0.0, 0.0
340,686.0, 95.0
341,2468.0, 329.0
342,0.0, 0.0
343,176.0, 0.0
344,0.0, 831.0
345,0.0, 2409.0
346,413.0, 743.0
347,0.0, 0.0
348,492.0, 166.0
349,0.0, 0.0
350,0.0, 0.0
351,0.0, 355.0
352,720.0, 911.0
353,58859.0, 14701.0
354,2010.0, 0.0
355,0.0, 0.0
356,217.0, 157.0
357,415.0, 0.0
358,517.0, 0.0
359,48.0, 323.0
360,960.0, 894.0
361,249.0, 0.0
362,618.0, 73.0
363,101.0, 675.0
364,0.0, 323.0
365,0.0, 1563.0
366,0.0, 1260.0
367,1691.0, 3775.0
368,408.0, 0.0
369,0.0, 324.0
370,2168.0, 241.0
371,2193.0, 0.0
372,77.0, 338.0
373,1584.0, 937.0
374,537.0, 218.0
375,2362.0, 326.0
376,1248.0, 0.0
377,0.0, 1023.0
378,1487.0, 1754.0
379,0.0, 0.0
380,320.0, 683.0
381,0.0, 320.0
382,388.0, 441.0
383,1569.0, 535.0
384,0.0, 669.0
385,0.0, 0.0
386,3302.0, 2977.0
387,4754.0, 2199.0
388,83.0, 0.0
389,414.0, 129.0
390,0.0, 315.0
391,960.0, 0.0
392,1569.0, 35.0
393,0.0, 0.0
394,0.0, 472.0
395,0.0, 192.0
396,1070.0, 233.0
397,99.0, 0.0
398,846.0, 846.0
399,1059.0, 444.0
400,74.0, 0.0
401,205.0, 0.0
402,76.0, 0.0
403,948.0, 1887.0
404,537.0, 1656.0
405,166.0, 417.0
406,0.0, 189.0
407,0.0, 561.0
408,0.0, 0.0
409,0.0, 531.0
410,1107.0, 1271.0
411,0.0, 378.0
412,0.0, 147.0
413,781.0, 347.0
414,324.0, 472.0
415,719.0, 197.0
416,194.0, 0.0
417,523.0, 320.0
418,356.0, 597.0
419,607.0, 480.0
420,0.0, 715.0
421,0.0, 297.0
422,1268.0, 4079.0
423,198.0, 0.0
424,0.0, 467.0
425,0.0, 0.0
426,263.0, 521.0
427,0.0, 872.0
428,4661.0, 845.0
429,0.0, 0.0
430,201.0, 595.0
431,329.0, 0.0
432,0.0, 141.0
433,670.0, 0.0
434,0.0, 1176.0
435,0.0, 286.0
436,0.0, 0.0
437,0.0, 0.0
438,266.0, 0.0
439,682.0, 0.0
440,0.0, 0.0
441,225.0, 60.0
442,1282.0, 1140.0
443,0.0, 0.0
444,982.0, 0.0
445,429.0, 160.0
446,0.0, 323.0
447,1413.0, 5723.0
448,0.0, 0.0
449,0.0, 917.0
450,0.0, 0.0
451,0.0, 0.0
452,1423.0, 318.0
453,442.0, 1680.0
454,0.0, 75.0
455,0.0, 654.0
456,571.0, 290.0
457,106689.0, 15083.0
458,0.0, 0.0
459,0.0, 0.0
460,1764.0, 843.0
461,365.0, 294.0
462,0.0, 555.0
463,0.0, 1003.0
464,357.0, 200.0
465,13.0, 177.0
466,1254.0, 0.0
467,202.0, 0.0
468,0.0, 845.0
469,1016.0, 1365.0
470,245.0, 210.0
471,234.0, 347.0
472,0.0, 340.0
473,1057.0, 150.0
474,828.0, 0.0
475,553.0, 0.0
476,0.0, 0.0
477,0.0, 152.0
478,0.0, 771.0
479,0.0, 577.0
480,749.0, 103.0
481,0.0, 2213.0
482,0.0, 87.0
483,127796.0, 83955.0
484,551.0, 1804.0
485,0.0, 0.0
486,395.0, 664.0
487,0.0, 118.0
488,0.0, 0.0
489,6135.0, 224.0
490,0.0, 0.0
491,0.0, 0.0
492,121.0, 466.0
493,367.0, 61.0
494,0.0, 481.0
495,87.0, 0.0
496,0.0, 2445.0
497,163.0, 0.0
498,1621.0, 737.0
499,73.0, 0.0
500,846.0, 27.0
501,939.0, 0.0
502,22.0, 120.0
503,1691.0, 220.0
504,0.0, 53.0
505,144.0, 0.0
506,0.0, 0.0
507,443.0, 221.0
508,171.0, 0.0
509,0.0, 0.0
510,705.0, 338.0
511,634.0, 0.0
512,0.0, 1062.0
513,0.0, 0.0
514,0.0, 447.0
515,0.0, 0.0
516,0.0, 0.0
517,550.0, 0.0
518,518.0, 754.0
519,92049.0, 23793.0
520,598.0, 357.0
521,0.0, 0.0
522,0.0, 0.0
523,530.0, 752.0
524,842.0, 275.0
525,0.0, 0.0
526,270.0, 217.0
527,0.0, 0.0
528,0.0, 960.0
529,0.0, 0.0
530,0.0, 0.0
531,604.0, 0.0
532,799.0, 1491.0
533,2844.0, 0.0
534,906.0, 315.0
535,615.0, 423.0
536,56.0, 0.0
537,0.0, 1126.0
538,425.0, 694.0
539,0.0, 580.0
540,1488.0, 795.0
541,144.0, 592.0
542,0.0, 1288.0
543,0.0, 0.0
544,1820.0, 98.0
545,1415.0, 2816.0
546,268.0, 0.0
547,1218.0, 1075.0
548,33.0, 581.0
549,0.0, 700.0
550,1185.0, 709.0
551,1474.0, 29.0
552,392.0, 0.0
553,0.0, 0.0
554,0.0, 0.0
555,0.0, 241.0
556,593.0, 0.0
557,1115.0, 491.0
558,0.0, 794.0
559,880.0, 235.0
560,0.0, 400.0
561,1104.0, 1134.0
562,795.0, 0.0
563,0.0, 0.0
564,0.0, 0.0
565,0.0, 0.0
566,993.0, 0.0
567,0.0, 0.0
568,666.0, 895.0
569,526.0, 666.0
570,0.0, 515.0
571,0.0, 1192.0
572,454.0, 255.0
573,3164.0, 1075.0
574,0.0, 0.0
575,693.0, 608.0
576,241.0, 0.0
577,1333.0, 318.0
578,555.0, 640.0
579,0.0, 136.0
580,223.0, 0.0
581,0.0, 527.0
582,191.0, 540.0
583,432.0, 683.0
584,914.0, 0.0
585,0.0, 157.0
586,454.0, 173.0
587,120.0, 253.0
588,3225.0, 0.0
589,0.0, 230.0
590,0.0, 0.0
591,0.0, 177.0
592,335.0, 0.0
593,867.0, 444.0
594,1210.0, 0.0
595,29.0, 26.0
596,264.0, 475.0
597,485.0, 0.0
598,0.0, 0.0
599,0.0, 920.0
600,128.0, 0.0
601,119.0, 432.0
602,959.0, 995.0
603,0.0, 0.0
604,0.0, 0.0
605,317.0, 694.0
606,1466.0, 458.0
607,407.0, 0.0
608,0.0, 0.0
609,2385.0, 2332.0
610,0.0, 0.0
611,309.0, 543.0
612,227.0, 150.0
613,0.0, 0.0
614,2473.0, 0.0
615,1066.0, 424.0
616,0.0, 329.0
617,322.0, 358.0
618,0.0, 104.0
619,0.0, 0.0
620,0.0, 0.0
621,0.0, 0.0
622,0.0, 6.0
623,0.0, 1140.0
624,0.0, 0.0
625,0.0, 0.0
626,108.0, 0.0
627,0.0, 212.0
628,8845.0, 2764.0
629,0.0, 440.0
630,0.0, 0.0
631,0.0, 215.0
632,0.0, 7.0
633,583.0, 477.0
634,1118.0, 1129.0
635,0.0, 986.0
636,885.0, 1616.0
637,0.0, 314.0
638,2095.0, 1431.0
639,364.0, 0.0
640,704.0, 931.0
641,2456.0, 0.0
642,1481.0, 355.0
643,1193.0, 178.0
644,0.0, 0.0
645,0.0, 103.0
646,3699.0, 1008.0
647,0.0, 952.0
648,245.0, 0.0
649,2960.0, 0.0
650,0.0, 157.0
651,0.0, 0.0
652,0.0, 167.0
653,0.0, 227.0
654,770.0, 101.0
655,0.0, 2025.0
656,1447.0, 1551.0
657,0.0, 0.0
658,108.0, 2122.0
659,399.0, 192.0
660,991.0, 0.0
661,207.0, 746.0
662,253.0, 423.0
663,399.0, 0.0
664,345.0, 1055.0
665,0.0, 1237.0
666,246.0, 1462.0
667,381.0, 0.0
668,0.0, 1163.0
669,328.0, 1037.0
670,1767.0, 3414.0
671,3134.0, 7228.0
672,364.0, 0.0
673,0.0, 1502.0
674,1553.0, 0.0
675,207.0, 0.0
676,0.0, 0.0
677,0.0, 0.0
678,0.0, 407.0
679,0.0, 0.0
680,508.0, 0.0
681,0.0, 0.0
682,361.0, 323.0
683,616.0, 95.0
684,1158.0, 1302.0
685,138.0, 2130.0
686,1151.0, 698.0
687,20.0, 175.0
688,0.0, 0.0
689,643.0, 797.0
690,684.0, 566.0
691,0.0, 1242.0
692,627.0, 461.0
693,765.0, 0.0
694,4214.0, 883.0
695,0.0, 868.0
696,353.0, 655.0
697,2378.0, 555.0
698,282.0, 421.0
699,0.0, 357.0
700,500.0, 962.0
701,0.0, 443.0
702,0.0, 0.0
703,881.0, 354.0
704,228.0, 0.0
705,260.0, 287.0
706,20147.0, 39737.0
707,1066.0, 746.0
708,772.0, 0.0
709,521.0, 0.0
710,90.0, 760.0
711,2682.0, 0.0
712,52.0, 63.0
713,1703.0, 531.0
714,1322.0, 4570.0
715,2030.0, 829.0
716,0.0, 61.0
717,224.0, 100.0
718,422.0, 0.0
719,149.0, 0.0
720,12021.0, 2164.0
721,0.0, 0.0
722,1135.0, 0.0
723,0.0, 220.0
724,880.0, 249.0
725,476.0, 472.0
726,0.0, 478.0
727,70.0, 0.0
728,0.0, 112.0
729,0.0, 204.0
730,745.0, 0.0
731,91.0, 267.0
732,0.0, 469.0
733,0.0, 63.0
734,1535.0, 394.0
735,241.0, 469.0
736,0.0, 0.0
737,0.0, 0.0
738,424.0, 531.0
739,0.0, 0.0
740,651.0, 1440.0
741,0.0, 429.0
742,0.0, 0.0
743,176.0, 0.0
744,450.0, 769.0
745,0.0, 0.0
746,0.0, 437.0
747,0.0, 312.0
748,0.0, 0.0
749,0.0, 541.0
750,1214.0, 129.0
751,109.0, 474.0
752,0.0, 0.0
753,0.0, 664.0
754,314.0, 209.0
755,1400.0, 0.0
756,0.0, 0.0
757,275.0, 578.0
758,716.0, 531.0
759,645.0, 0.0
760,540.0, 27.0
761,2356.0, 0.0
762,1443.0, 106.0
763,321.0, 794.0
764,0.0, 224.0
765,0.0, 912.0
766,0.0, 232.0
767,126.0, 0.0
768,0.0, 1102.0
769,0.0, 383.0
770,0.0, 0.0
771,0.0, 306.0
772,0.0, 90.0
773,0.0, 0.0
774,329.0, 358.0
775,0.0, 692.0
776,0.0, 0.0
777,0.0, 0.0
778,410.0, 326.0
779,664.0, 0.0
780,1373.0, 1257.0
781,0.0, 1059.0
782,0.0, 2706.0
783,264.0, 307.0
784,352.0, 0.0
785,855.0, 0.0
786,0.0, 0.0
787,174.0, 818.0
788,0.0, 0.0
789,1860.0, 418.0
790,0.0, 330.0
791,0.0, 882.0
792,0.0, 314.0
793,1420.0, 0.0
794,3885.0, 467.0
795,543.0, 1254.0
796,0.0, 1483.0
797,483.0, 732.0
798,275.0, 0.0
799,648.0, 252.0
800,461.0, 578.0
801,381.0, 152.0
802,0.0, 38.0
803,0.0, 107.0
804,1018.0, 740.0
805,0.0, 146.0
806,0.0, 243.0
807,0.0, 301.0
808,0.0, 361.0
809,0.0, 0.0
810,937.0, 278.0
811,264.0, 127.0
812,730.0, 0.0
813,0.0, 1089.0
814,153484.0, 12260.0
815,3374.0, 640.0
816,0.0, 766.0
817,866.0, 0.0
818,1917.0, 531.0
819,501.0, 0.0
820,0.0, 129.0
821,1718.0, 643.0
822,0.0, 358.0
823,47.0, 297.0
824,155.0, 0.0
825,436.0, 0.0
826,0.0, 0.0
827,127.0, 0.0
828,1265.0, 1008.0
829,0.0, 0.0
830,0.0, 189.0
831,3049.0, 1499.0
832,293.0, 0.0
833,0.0, 638.0
834,0.0, 386.0
835,845.0, 0.0
836,0.0, 0.0
837,0.0, 697.0
838,0.0, 0.0
839,1301.0, 264.0
840,19358.0, 18794.0
841,0.0, 0.0
842,0.0, 0.0
843,0.0, 0.0
844,111877.0, 63476.0
845,1875.0, 963.0
846,0.0, 0.0
847,0.0, 0.0
848,0.0, 0.0
849,0.0, 0.0
850,0.0, 143.0
851,702.0, 572.0
852,0.0, 3209.0
853,0.0, 87.0
854,584.0, 1890.0
855,0.0, 0.0
856,0.0, 0.0
857,33381.0, 9409.0
858,0.0, 0.0
859,1641.0, 1089.0
860,0.0, 0.0
861,146.0, 0.0
862,0.0, 1252.0
863,2739.0, 629.0
864,0.0, 0.0
865,1473.0, 958.0
866,0.0, 263.0
867,0.0, 412.0
868,51.0, 0.0
869,0.0, 501.0
870,0.0, 429.0
871,234.0, 200.0
872,8105.0, 945.0
873,0.0, 0.0
874,1559.0, 1229.0
875,127.0, 197.0
876,155.0, 0.0
877,0.0, 0.0
878,930.0, 0.0
879,1813.0, 1737.0
880,1297.0, 652.0
881,582.0, 327.0
882,992.0, 0.0
883,420.0, 364.0
884,2590.0, 8750.0
885,0.0, 438.0
886,309.0, 0.0
887,586.0, 1320.0
888,860.0, 1197.0
889,0.0, 0.0
890,542.0, 1556.0
891,0.0, 0.0
892,1018.0, 620.0
893,0.0, 0.0
894,0.0, 235.0
895,0.0, 0.0
896,0.0, 344.0
897,436.0, 689.0
898,0.0, 0.0
899,0.0, 2255.0
900,1323.0, 497.0
901,133.0, 0.0
902,0.0, 0.0
903,483.0, 1280.0
904,3473.0, 2756.0
905,0.0, 0.0
906,2908.0, 327.0
907,0.0, 589.0
908,0.0, 0.0
909,379.0, 0.0
910,785.0, 166.0
911,0.0, 0.0
912,0.0, 566.0
913,589.0, 386.0
914,2303.0, 0.0
915,0.0, 69.0
916,0.0, 181.0
917,1389.0, 521.0
918,235.0, 397.0
919,776.0, 403.0
920,0.0, 552.0
921,0.0, 2059.0
922,557.0, 0.0
923,0.0, 307.0
924,0.0, 612.0
925,0.0, 203.0
926,271.0, 386.0
927,0.0, 147.0
928,0.0, 0.0
929,0.0, 1.0
930,0.0, 609.0
931,0.0, 0.0
932,0.0, 0.0
933,632.0, 540.0
934,0.0, 1186.0
935,2079.0, 2799.0
936,687.0, 286.0
937,749.0, 321.0
938,1325.0, 27.0
939,1049.0, 390.0
940,0.0, 0.0
941,0.0, 1717.0
942,346.0, 423.0
943,923.0, 220.0
944,616.0, 0.0
945,368.0, 0.0
946,420.0, 834.0
947,0.0, 0.0
948,0.0, 0.0
949,486.0, 36.0
950,1365.0, 86.0
951,0.0, 0.0
952,0.0, 0.0
953,1402.0, 15859.0
954,1691.0, 324.0
955,1235.0, 170.0
956,0.0, 0.0
957,273.0, 149.0
958,0.0, 686.0
959,2425.0, 529.0
960,1228.0, 862.0
961,0.0, 1656.0
962,0.0, 383.0
963,0.0, 812.0
964,259.0, 0.0
965,0.0, 509.0
966,0.0, 0.0
967,105.0, 1168.0
968,0.0, 461.0
969,271.0, 447.0
970,73.0, 4607.0
971,195.0, 334.0
972,867.0, 463.0
973,0.0, 423.0
974,0.0, 89.0
975,572.0, 278.0
976,622.0, 0.0
977,1960.0, 449.0
978,322.0, 1152.0
979,3317.0, 1457.0
980,2349.0, 883.0
981,0.0, 0.0
982,937.0, 1188.0
983,227.0, 700.0
984,0.0, 204.0
985,0.0, 1979.0
986,0.0, 0.0
987,993.0, 955.0
988,995.0, 1822.0
989,0.0, 129.0
990,0.0, 323.0
991,0.0, 1014.0
992,1802.0, 0.0
993,231.0, 90.0
994,1352.0, 267.0
995,0.0, 1713.0
996,0.0, 1068.0
997,0.0, 44.0
998,0.0, 2187.0
999,1836.0, 768.0
1000,0.0, 377.0
1001,1958.0, 889.0
1002,1415.0, 800.0
1003,483.0, 87.0
1004,0.0, 431.0
1005,177.0, 0.0
1006,0.0, 835.0
1007,0.0, 440.0
1008,0.0, 0.0
1009,0.0, 375.0
1010,1034.0, 0.0
1011,320.0, 814.0
1012,2489.0, 4040.0
1013,0.0, 612.0
1014,0.0, 286.0
1015,134.0, 0.0
1016,0.0, 92.0
1017,2628.0, 410.0
1018,15349.0, 17649.0
1019,0.0, 0.0
1020,0.0, 0.0
1021,0.0, 1285.0
1022,263.0, 0.0
1023,0.0, 372.0
1024,1344.0, 0.0
1025,127.0, 187.0
1026,5201.0, 882.0
1027,444.0, 55.0
1028,67.0, 60.0
1029,0.0, 110.0
1030,0.0, 0.0
1031,0.0, 601.0
1032,479.0, 347.0
1033,134.0, 312.0
1034,740.0, 363.0
1035,73.0, 1028.0
1036,0.0, 601.0
1037,609.0, 2231.0
1038,0.0, 0.0
1039,664.0, 648.0
1040,0.0, 444.0
1041,0.0, 0.0
1042,511.0, 0.0
1043,1856.0, 777.0
1044,397.0, 0.0
1045,0.0, 0.0
1046,1908.0, 3195.0
1047,906.0, 0.0
1048,0.0, 0.0
1049,0.0, 78.0
1050,292.0, 0.0
1051,499.0, 0.0
1052,2901.0, 949.0
1053,2241.0, 378.0
1054,199.0, 0.0
1055,0.0, 1688.0
1056,0.0, 588.0
1057,859.0, 0.0
1058,166.0, 0.0
1059,164.0, 0.0
1060,191.0, 0.0
1061,372.0, 451.0
1062,3250.0, 997.0
1063,36.0, 0.0
1064,0.0, 0.0
1065,583.0, 0.0
1066,0.0, 0.0
1067,234.0, 267.0
1068,0.0, 53.0
1069,1332.0, 46.0
1070,1749.0, 395.0
1071,0.0, 432.0
1072,0.0, 52.0
1073,0.0, 2413.0
1074,1703.0, 1671.0
1075,124.0, 0.0
1076,846.0, 0.0
1077,425.0, 511.0
1078,831.0, 1231.0
1079,228.0, 0.0
1080,806.0, 866.0
1081,0.0, 955.0
1082,695.0, 454.0
1083,0.0, 1276.0
1084,605.0, 0.0
1085,120.0, 992.0
1086,500.0, 749.0
1087,0.0, 0.0
1088,1580.0, 275.0
1089,0.0, 0.0
1090,0.0, 0.0
1091,0.0, 986.0
1092,1334.0, 0.0
1093,206.0, 0.0
1094,0.0, 0.0
1095,1649.0, 0.0
1096,3455.0, 120.0
1097,133.0, 1291.0
1098,974.0, 334.0
1099,210.0, 0.0
1100,5519.0, 4557.0
1101,0.0, 0.0
1102,0.0, 726.0
1103,938.0, 0.0
1104,0.0, 0.0
1105,1888.0, 0.0
1106,0.0, 2884.0
1107,3008.0, 1088.0
1108,503.0, 149.0
1109,20.0, 332.0
1110,0.0, 1134.0
1111,58.0, 287.0
1112,0.0, 484.0
1113,0.0, 0.0
1114,0.0, 0.0
1115,769.0, 1728.0
1116,36.0, 0.0
1117,6416.0, 2004.0
1118,0.0, 0.0
1119,0.0, 24.0
1120,266.0, 263.0
1121,1490.0, 0.0
1122,812.0, 420.0
1123,621.0, 1425.0
1124,90.0, 1166.0
1125,1807.0, 4845.0
1126,0.0, 9.0
1127,0.0, 209.0
1128,0.0, 0.0
1129,0.0, 218.0
1130,3522.0, 1099.0
1131,0.0, 0.0
1132,0.0, 0.0
1133,40.0, 2033.0
1134,1888.0, 158.0
1135,0.0, 0.0
1136,0.0, 192.0
1137,632.0, 116.0
1138,1201.0, 1026.0
1139,0.0, 190.0
1140,1705.0, 0.0
1141,7731.0, 7972.0
1142,0.0, 126.0
1143,0.0, 130.0
1144,1154.0, 432.0
1145,1074.0, 0.0
1146,421.0, 0.0
1147,263.0, 535.0
1148,0.0, 364.0
1149,0.0, 0.0
1150,126.0, 0.0
1151,449.0, 187.0
1152,0.0, 900.0
1153,0.0, 110.0
1154,318.0, 232.0
1155,371.0, 46.0
1156,0.0, 12.0
1157,1029.0, 475.0
1158,0.0, 0.0
1159,98.0, 0.0
1160,0.0, 0.0
1161,648.0, 671.0
1162,597.0, 0.0
1163,0.0, 263.0
1164,0.0, 0.0
1165,0.0, 401.0
1166,19825.0, 90366.0
1167,815.0, 0.0
1168,289.0, 637.0
1169,37.0, 294.0
1170,1438.0, 403.0
1171,191.0, 281.0
1172,0.0, 581.0
1173,503.0, 475.0
1174,0.0, 798.0
1175,0.0, 364.0
1176,30.0, 175.0
1177,6411.0, 0.0
1178,343.0, 0.0
1179,0.0, 257.0
1180,331.0, 1082.0
1181,0.0, 0.0
1182,0.0, 0.0
1183,1106.0, 301.0
1184,0.0, 0.0
1185,0.0, 492.0
1186,0.0, 523.0
1187,0.0, 143.0
1188,500.0, 1131.0
1189,808.0, 515.0
1190,13.0, 221.0
1191,0.0, 295.0
1192,0.0, 0.0
1193,328.0, 0.0
1194,0.0, 195.0
1195,0.0, 255.0
1196,1490.0, 882.0
1197,621.0, 527.0
1198,0.0, 484.0
1199,95.0, 0.0
1200,246.0, 0.0
1201,0.0, 0.0
1202,361.0, 250.0
1203,0.0, 334.0
1204,895.0, 568.0
1205,303.0, 0.0
1206,194.0, 535.0
1207,0.0, 0.0
1208,0.0, 543.0
1209,173.0, 0.0
1210,780.0, 0.0
1211,485.0, 284.0
